Project Name,Package Name,Type Name,MethodName,LOC,CC,PC
mall,com.macro.mall.model,OmsOrderItemExample,andCouponAmountIsNull,4,1,0
mall,com.macro.mall.model,OmsOrderItemExample,andCouponAmountIsNotNull,4,1,0
mall,com.macro.mall.model,OmsOrderItemExample,andCouponAmountEqualTo,4,1,1
mall,com.macro.mall.model,OmsOrderItemExample,andCouponAmountNotEqualTo,4,1,1
mall,com.macro.mall.model,OmsOrderItemExample,andCouponAmountGreaterThan,4,1,1
mall,com.macro.mall.model,OmsOrderItemExample,andCouponAmountGreaterThanOrEqualTo,4,1,1
mall,com.macro.mall.model,OmsOrderItemExample,andCouponAmountLessThan,4,1,1
mall,com.macro.mall.model,OmsOrderItemExample,andCouponAmountLessThanOrEqualTo,4,1,1
mall,com.macro.mall.model,OmsOrderItemExample,andCouponAmountIn,4,1,1
mall,com.macro.mall.model,OmsOrderItemExample,andCouponAmountNotIn,4,1,1
mall,com.macro.mall.model,OmsOrderItemExample,andCouponAmountBetween,4,1,2
mall,com.macro.mall.model,OmsOrderItemExample,andCouponAmountNotBetween,4,1,2
mall,com.macro.mall.model,OmsOrderItemExample,andIntegrationAmountIsNull,4,1,0
mall,com.macro.mall.model,OmsOrderItemExample,andIntegrationAmountIsNotNull,4,1,0
mall,com.macro.mall.model,OmsOrderItemExample,andIntegrationAmountEqualTo,4,1,1
mall,com.macro.mall.model,OmsOrderItemExample,andIntegrationAmountNotEqualTo,4,1,1
mall,com.macro.mall.model,OmsOrderItemExample,andIntegrationAmountGreaterThan,4,1,1
mall,com.macro.mall.model,OmsOrderItemExample,andIntegrationAmountGreaterThanOrEqualTo,4,1,1
mall,com.macro.mall.model,OmsOrderItemExample,andIntegrationAmountLessThan,4,1,1
mall,com.macro.mall.model,OmsOrderItemExample,andIntegrationAmountLessThanOrEqualTo,4,1,1
mall,com.macro.mall.model,OmsOrderItemExample,andIntegrationAmountIn,4,1,1
mall,com.macro.mall.model,OmsOrderItemExample,andIntegrationAmountNotIn,4,1,1
mall,com.macro.mall.model,OmsOrderItemExample,andIntegrationAmountBetween,4,1,2
mall,com.macro.mall.model,OmsOrderItemExample,andIntegrationAmountNotBetween,4,1,2
mall,com.macro.mall.model,OmsOrderItemExample,andRealAmountIsNull,4,1,0
mall,com.macro.mall.model,OmsOrderItemExample,andRealAmountIsNotNull,4,1,0
mall,com.macro.mall.model,OmsOrderItemExample,andRealAmountEqualTo,4,1,1
mall,com.macro.mall.model,OmsOrderItemExample,andRealAmountNotEqualTo,4,1,1
mall,com.macro.mall.model,OmsOrderItemExample,andRealAmountGreaterThan,4,1,1
mall,com.macro.mall.model,OmsOrderItemExample,andRealAmountGreaterThanOrEqualTo,4,1,1
mall,com.macro.mall.model,OmsOrderItemExample,andRealAmountLessThan,4,1,1
mall,com.macro.mall.model,OmsOrderItemExample,andRealAmountLessThanOrEqualTo,4,1,1
mall,com.macro.mall.model,OmsOrderItemExample,andRealAmountIn,4,1,1
mall,com.macro.mall.model,OmsOrderItemExample,andRealAmountNotIn,4,1,1
mall,com.macro.mall.model,OmsOrderItemExample,andRealAmountBetween,4,1,2
mall,com.macro.mall.model,OmsOrderItemExample,andRealAmountNotBetween,4,1,2
mall,com.macro.mall.model,OmsOrderItemExample,andGiftIntegrationIsNull,4,1,0
mall,com.macro.mall.model,OmsOrderItemExample,andGiftIntegrationIsNotNull,4,1,0
mall,com.macro.mall.model,OmsOrderItemExample,andGiftIntegrationEqualTo,4,1,1
mall,com.macro.mall.model,OmsOrderItemExample,andGiftIntegrationNotEqualTo,4,1,1
mall,com.macro.mall.model,OmsOrderItemExample,andGiftIntegrationGreaterThan,4,1,1
mall,com.macro.mall.model,OmsOrderItemExample,andGiftIntegrationGreaterThanOrEqualTo,4,1,1
mall,com.macro.mall.model,OmsOrderItemExample,andGiftIntegrationLessThan,4,1,1
mall,com.macro.mall.model,OmsOrderItemExample,andGiftIntegrationLessThanOrEqualTo,4,1,1
mall,com.macro.mall.model,OmsOrderItemExample,andGiftIntegrationIn,4,1,1
mall,com.macro.mall.model,OmsOrderItemExample,andGiftIntegrationNotIn,4,1,1
mall,com.macro.mall.model,OmsOrderItemExample,andGiftIntegrationBetween,4,1,2
mall,com.macro.mall.model,OmsOrderItemExample,andGiftIntegrationNotBetween,4,1,2
mall,com.macro.mall.model,OmsOrderItemExample,andGiftGrowthIsNull,4,1,0
mall,com.macro.mall.model,OmsOrderItemExample,andGiftGrowthIsNotNull,4,1,0
mall,com.macro.mall.model,OmsOrderItemExample,andGiftGrowthEqualTo,4,1,1
mall,com.macro.mall.model,OmsOrderItemExample,andGiftGrowthNotEqualTo,4,1,1
mall,com.macro.mall.model,OmsOrderItemExample,andGiftGrowthGreaterThan,4,1,1
mall,com.macro.mall.model,OmsOrderItemExample,andGiftGrowthGreaterThanOrEqualTo,4,1,1
mall,com.macro.mall.model,OmsOrderItemExample,andGiftGrowthLessThan,4,1,1
mall,com.macro.mall.model,OmsOrderItemExample,andGiftGrowthLessThanOrEqualTo,4,1,1
mall,com.macro.mall.model,OmsOrderItemExample,andGiftGrowthIn,4,1,1
mall,com.macro.mall.model,OmsOrderItemExample,andGiftGrowthNotIn,4,1,1
mall,com.macro.mall.model,OmsOrderItemExample,andGiftGrowthBetween,4,1,2
mall,com.macro.mall.model,OmsOrderItemExample,andGiftGrowthNotBetween,4,1,2
mall,com.macro.mall.model,OmsOrderItemExample,andProductAttrIsNull,4,1,0
mall,com.macro.mall.model,OmsOrderItemExample,andProductAttrIsNotNull,4,1,0
mall,com.macro.mall.model,OmsOrderItemExample,andProductAttrEqualTo,4,1,1
mall,com.macro.mall.model,OmsOrderItemExample,andProductAttrNotEqualTo,4,1,1
mall,com.macro.mall.model,OmsOrderItemExample,andProductAttrGreaterThan,4,1,1
mall,com.macro.mall.model,OmsOrderItemExample,andProductAttrGreaterThanOrEqualTo,4,1,1
mall,com.macro.mall.model,OmsOrderItemExample,andProductAttrLessThan,4,1,1
mall,com.macro.mall.model,OmsOrderItemExample,andProductAttrLessThanOrEqualTo,4,1,1
mall,com.macro.mall.model,OmsOrderItemExample,andProductAttrLike,4,1,1
mall,com.macro.mall.model,OmsOrderItemExample,andProductAttrNotLike,4,1,1
mall,com.macro.mall.model,OmsOrderItemExample,andProductAttrIn,4,1,1
mall,com.macro.mall.model,OmsOrderItemExample,andProductAttrNotIn,4,1,1
mall,com.macro.mall.model,OmsOrderItemExample,andProductAttrBetween,4,1,2
mall,com.macro.mall.model,OmsOrderItemExample,andProductAttrNotBetween,4,1,2
mall,com.macro.mall.model,OmsOrderItemExample,Criteria,3,1,0
mall,com.macro.mall.model,OmsOrderItemExample,getCondition,3,1,0
mall,com.macro.mall.model,OmsOrderItemExample,getValue,3,1,0
mall,com.macro.mall.model,OmsOrderItemExample,getSecondValue,3,1,0
mall,com.macro.mall.model,OmsOrderItemExample,isNoValue,3,1,0
mall,com.macro.mall.model,OmsOrderItemExample,isSingleValue,3,1,0
mall,com.macro.mall.model,OmsOrderItemExample,isBetweenValue,3,1,0
mall,com.macro.mall.model,OmsOrderItemExample,isListValue,3,1,0
mall,com.macro.mall.model,OmsOrderItemExample,getTypeHandler,3,1,0
mall,com.macro.mall.model,OmsOrderItemExample,Criterion,6,1,1
mall,com.macro.mall.model,OmsOrderItemExample,Criterion,12,2,3
mall,com.macro.mall.model,OmsOrderItemExample,Criterion,3,1,2
mall,com.macro.mall.model,OmsOrderItemExample,Criterion,8,1,4
mall,com.macro.mall.model,OmsOrderItemExample,Criterion,3,1,3
mall,com.macro.mall.model,GeneratedCriteria,GeneratedCriteria,4,1,0
mall,com.macro.mall.model,GeneratedCriteria,isValid,3,1,0
mall,com.macro.mall.model,GeneratedCriteria,getAllCriteria,3,1,0
mall,com.macro.mall.model,GeneratedCriteria,getCriteria,3,1,0
mall,com.macro.mall.model,GeneratedCriteria,addCriterion,6,2,1
mall,com.macro.mall.model,GeneratedCriteria,addCriterion,6,2,3
mall,com.macro.mall.model,GeneratedCriteria,addCriterion,6,2,4
mall,com.macro.mall.model,GeneratedCriteria,andIdIsNull,4,1,0
mall,com.macro.mall.model,GeneratedCriteria,andIdIsNotNull,4,1,0
mall,com.macro.mall.model,GeneratedCriteria,andIdEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andIdNotEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andIdGreaterThan,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andIdGreaterThanOrEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andIdLessThan,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andIdLessThanOrEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andIdIn,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andIdNotIn,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andIdBetween,4,1,2
mall,com.macro.mall.model,GeneratedCriteria,andIdNotBetween,4,1,2
mall,com.macro.mall.model,GeneratedCriteria,andOrderIdIsNull,4,1,0
mall,com.macro.mall.model,GeneratedCriteria,andOrderIdIsNotNull,4,1,0
mall,com.macro.mall.model,GeneratedCriteria,andOrderIdEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andOrderIdNotEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andOrderIdGreaterThan,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andOrderIdGreaterThanOrEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andOrderIdLessThan,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andOrderIdLessThanOrEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andOrderIdIn,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andOrderIdNotIn,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andOrderIdBetween,4,1,2
mall,com.macro.mall.model,GeneratedCriteria,andOrderIdNotBetween,4,1,2
mall,com.macro.mall.model,GeneratedCriteria,andOrderSnIsNull,4,1,0
mall,com.macro.mall.model,GeneratedCriteria,andOrderSnIsNotNull,4,1,0
mall,com.macro.mall.model,GeneratedCriteria,andOrderSnEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andOrderSnNotEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andOrderSnGreaterThan,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andOrderSnGreaterThanOrEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andOrderSnLessThan,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andOrderSnLessThanOrEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andOrderSnLike,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andOrderSnNotLike,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andOrderSnIn,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andOrderSnNotIn,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andOrderSnBetween,4,1,2
mall,com.macro.mall.model,GeneratedCriteria,andOrderSnNotBetween,4,1,2
mall,com.macro.mall.model,GeneratedCriteria,andProductIdIsNull,4,1,0
mall,com.macro.mall.model,GeneratedCriteria,andProductIdIsNotNull,4,1,0
mall,com.macro.mall.model,GeneratedCriteria,andProductIdEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductIdNotEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductIdGreaterThan,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductIdGreaterThanOrEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductIdLessThan,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductIdLessThanOrEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductIdIn,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductIdNotIn,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductIdBetween,4,1,2
mall,com.macro.mall.model,GeneratedCriteria,andProductIdNotBetween,4,1,2
mall,com.macro.mall.model,GeneratedCriteria,andProductPicIsNull,4,1,0
mall,com.macro.mall.model,GeneratedCriteria,andProductPicIsNotNull,4,1,0
mall,com.macro.mall.model,GeneratedCriteria,andProductPicEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductPicNotEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductPicGreaterThan,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductPicGreaterThanOrEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductPicLessThan,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductPicLessThanOrEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductPicLike,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductPicNotLike,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductPicIn,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductPicNotIn,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductPicBetween,4,1,2
mall,com.macro.mall.model,GeneratedCriteria,andProductPicNotBetween,4,1,2
mall,com.macro.mall.model,GeneratedCriteria,andProductNameIsNull,4,1,0
mall,com.macro.mall.model,GeneratedCriteria,andProductNameIsNotNull,4,1,0
mall,com.macro.mall.model,GeneratedCriteria,andProductNameEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductNameNotEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductNameGreaterThan,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductNameGreaterThanOrEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductNameLessThan,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductNameLessThanOrEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductNameLike,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductNameNotLike,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductNameIn,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductNameNotIn,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductNameBetween,4,1,2
mall,com.macro.mall.model,GeneratedCriteria,andProductNameNotBetween,4,1,2
mall,com.macro.mall.model,GeneratedCriteria,andProductBrandIsNull,4,1,0
mall,com.macro.mall.model,GeneratedCriteria,andProductBrandIsNotNull,4,1,0
mall,com.macro.mall.model,GeneratedCriteria,andProductBrandEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductBrandNotEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductBrandGreaterThan,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductBrandGreaterThanOrEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductBrandLessThan,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductBrandLessThanOrEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductBrandLike,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductBrandNotLike,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductBrandIn,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductBrandNotIn,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductBrandBetween,4,1,2
mall,com.macro.mall.model,GeneratedCriteria,andProductBrandNotBetween,4,1,2
mall,com.macro.mall.model,GeneratedCriteria,andProductSnIsNull,4,1,0
mall,com.macro.mall.model,GeneratedCriteria,andProductSnIsNotNull,4,1,0
mall,com.macro.mall.model,GeneratedCriteria,andProductSnEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductSnNotEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductSnGreaterThan,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductSnGreaterThanOrEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductSnLessThan,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductSnLessThanOrEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductSnLike,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductSnNotLike,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductSnIn,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductSnNotIn,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductSnBetween,4,1,2
mall,com.macro.mall.model,GeneratedCriteria,andProductSnNotBetween,4,1,2
mall,com.macro.mall.model,GeneratedCriteria,andProductPriceIsNull,4,1,0
mall,com.macro.mall.model,GeneratedCriteria,andProductPriceIsNotNull,4,1,0
mall,com.macro.mall.model,GeneratedCriteria,andProductPriceEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductPriceNotEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductPriceGreaterThan,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductPriceGreaterThanOrEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductPriceLessThan,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductPriceLessThanOrEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductPriceIn,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductPriceNotIn,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductPriceBetween,4,1,2
mall,com.macro.mall.model,GeneratedCriteria,andProductPriceNotBetween,4,1,2
mall,com.macro.mall.model,GeneratedCriteria,andProductQuantityIsNull,4,1,0
mall,com.macro.mall.model,GeneratedCriteria,andProductQuantityIsNotNull,4,1,0
mall,com.macro.mall.model,GeneratedCriteria,andProductQuantityEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductQuantityNotEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductQuantityGreaterThan,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductQuantityGreaterThanOrEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductQuantityLessThan,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductQuantityLessThanOrEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductQuantityIn,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductQuantityNotIn,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductQuantityBetween,4,1,2
mall,com.macro.mall.model,GeneratedCriteria,andProductQuantityNotBetween,4,1,2
mall,com.macro.mall.model,GeneratedCriteria,andProductSkuIdIsNull,4,1,0
mall,com.macro.mall.model,GeneratedCriteria,andProductSkuIdIsNotNull,4,1,0
mall,com.macro.mall.model,GeneratedCriteria,andProductSkuIdEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductSkuIdNotEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductSkuIdGreaterThan,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductSkuIdGreaterThanOrEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductSkuIdLessThan,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductSkuIdLessThanOrEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductSkuIdIn,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductSkuIdNotIn,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductSkuIdBetween,4,1,2
mall,com.macro.mall.model,GeneratedCriteria,andProductSkuIdNotBetween,4,1,2
mall,com.macro.mall.model,GeneratedCriteria,andProductSkuCodeIsNull,4,1,0
mall,com.macro.mall.model,GeneratedCriteria,andProductSkuCodeIsNotNull,4,1,0
mall,com.macro.mall.model,GeneratedCriteria,andProductSkuCodeEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductSkuCodeNotEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductSkuCodeGreaterThan,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductSkuCodeGreaterThanOrEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductSkuCodeLessThan,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductSkuCodeLessThanOrEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductSkuCodeLike,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductSkuCodeNotLike,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductSkuCodeIn,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductSkuCodeNotIn,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductSkuCodeBetween,4,1,2
mall,com.macro.mall.model,GeneratedCriteria,andProductSkuCodeNotBetween,4,1,2
mall,com.macro.mall.model,GeneratedCriteria,andProductCategoryIdIsNull,4,1,0
mall,com.macro.mall.model,GeneratedCriteria,andProductCategoryIdIsNotNull,4,1,0
mall,com.macro.mall.model,GeneratedCriteria,andProductCategoryIdEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductCategoryIdNotEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductCategoryIdGreaterThan,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductCategoryIdGreaterThanOrEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductCategoryIdLessThan,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductCategoryIdLessThanOrEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductCategoryIdIn,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductCategoryIdNotIn,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductCategoryIdBetween,4,1,2
mall,com.macro.mall.model,GeneratedCriteria,andProductCategoryIdNotBetween,4,1,2
mall,com.macro.mall.model,GeneratedCriteria,andPromotionNameIsNull,4,1,0
mall,com.macro.mall.model,GeneratedCriteria,andPromotionNameIsNotNull,4,1,0
mall,com.macro.mall.model,GeneratedCriteria,andPromotionNameEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andPromotionNameNotEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andPromotionNameGreaterThan,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andPromotionNameGreaterThanOrEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andPromotionNameLessThan,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andPromotionNameLessThanOrEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andPromotionNameLike,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andPromotionNameNotLike,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andPromotionNameIn,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andPromotionNameNotIn,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andPromotionNameBetween,4,1,2
mall,com.macro.mall.model,GeneratedCriteria,andPromotionNameNotBetween,4,1,2
mall,com.macro.mall.model,GeneratedCriteria,andPromotionAmountIsNull,4,1,0
mall,com.macro.mall.model,GeneratedCriteria,andPromotionAmountIsNotNull,4,1,0
mall,com.macro.mall.model,GeneratedCriteria,andPromotionAmountEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andPromotionAmountNotEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andPromotionAmountGreaterThan,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andPromotionAmountGreaterThanOrEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andPromotionAmountLessThan,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andPromotionAmountLessThanOrEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andPromotionAmountIn,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andPromotionAmountNotIn,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andPromotionAmountBetween,4,1,2
mall,com.macro.mall.model,GeneratedCriteria,andPromotionAmountNotBetween,4,1,2
mall,com.macro.mall.model,GeneratedCriteria,andCouponAmountIsNull,4,1,0
mall,com.macro.mall.model,GeneratedCriteria,andCouponAmountIsNotNull,4,1,0
mall,com.macro.mall.model,GeneratedCriteria,andCouponAmountEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andCouponAmountNotEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andCouponAmountGreaterThan,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andCouponAmountGreaterThanOrEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andCouponAmountLessThan,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andCouponAmountLessThanOrEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andCouponAmountIn,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andCouponAmountNotIn,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andCouponAmountBetween,4,1,2
mall,com.macro.mall.model,GeneratedCriteria,andCouponAmountNotBetween,4,1,2
mall,com.macro.mall.model,GeneratedCriteria,andIntegrationAmountIsNull,4,1,0
mall,com.macro.mall.model,GeneratedCriteria,andIntegrationAmountIsNotNull,4,1,0
mall,com.macro.mall.model,GeneratedCriteria,andIntegrationAmountEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andIntegrationAmountNotEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andIntegrationAmountGreaterThan,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andIntegrationAmountGreaterThanOrEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andIntegrationAmountLessThan,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andIntegrationAmountLessThanOrEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andIntegrationAmountIn,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andIntegrationAmountNotIn,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andIntegrationAmountBetween,4,1,2
mall,com.macro.mall.model,GeneratedCriteria,andIntegrationAmountNotBetween,4,1,2
mall,com.macro.mall.model,GeneratedCriteria,andRealAmountIsNull,4,1,0
mall,com.macro.mall.model,GeneratedCriteria,andRealAmountIsNotNull,4,1,0
mall,com.macro.mall.model,GeneratedCriteria,andRealAmountEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andRealAmountNotEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andRealAmountGreaterThan,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andRealAmountGreaterThanOrEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andRealAmountLessThan,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andRealAmountLessThanOrEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andRealAmountIn,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andRealAmountNotIn,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andRealAmountBetween,4,1,2
mall,com.macro.mall.model,GeneratedCriteria,andRealAmountNotBetween,4,1,2
mall,com.macro.mall.model,GeneratedCriteria,andGiftIntegrationIsNull,4,1,0
mall,com.macro.mall.model,GeneratedCriteria,andGiftIntegrationIsNotNull,4,1,0
mall,com.macro.mall.model,GeneratedCriteria,andGiftIntegrationEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andGiftIntegrationNotEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andGiftIntegrationGreaterThan,4,1,1
